Level of description,Identifier,Title,Date,Description,Location,Format,Rights,Contributor,Collection identifier,Collection title,Published online?,MulMultiMediaRefLocal_1,URL
Item,1979.0162.03240,"Vineyard, Middle Swan",11 July 1938,"Black and white photograph.  
Previous group titled: Commercial Travellers Association, Victoria. Australia Today, Photographs Western Australia. Orchard behind vineyard. 
Written on verso: 183. Previous Control Number: BWP/29,406",,Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,92518,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.03240
Item,1979.0162.03241,"Apple Orchard, Mt. Barker",11 July 1938,"Black and white photograph.  
Previous group titled: Commercial Travellers Association, Victoria. Australia Today, Photographs Western Australia. 
On front of photograph: B351.
Previous Control Number: BWP/29,407",,Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,92519,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.03241
Item,1979.0162.03242,"Flock of sheep, Moora Road",11 July 1938,"Black and white photograph.  
Previous group titled: Commercial Travellers Association, Victoria. Australia Today, Photographs Western Australia. Drover on horseback herding sheep. 
Written on verso: 3762.
Previous Control Number: BWP/29,408",,Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,92520,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.03242
Item,1979.0162.03243,Tractors & horse teams ploughing,11 July 1938,"Black and white photograph.  
Previous group titled: Commercial Travellers Association, Victoria. Australia Today, Photographs Western Australia. 
Written on verso: 3937.
Previous Control Number: BWP/29,409",,Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,92521,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.03243
Item,1979.0162.03244,View through Carmel Valley,6 October 1934,"Black and white photograph.  
Previous group titled: Commercial Travellers Association, Victoria. Australia Today, Photographs Western Australia. Orchards and buildings in valley. Bushland on background hillside.
Stamp: Western Australian Government Tourist Bureau, with compliments.
Previous Control Number: BWP/29,410",,Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,92522,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.03244
Item,1979.0162.03245,Bag sewing of wheat bags,11 September 1933,"Black and white photograph.  
Previous group titled: Commercial Travellers Association, Victoria. Australia Today, Photographs Western Australia. Two men working together to stuff and sew bags. Harvester in background.
Stamp: Western Australian Government Tourist Bureau, with compliments. Written on verso: B.2220.
Previous Control Number: BWP/29,411",,Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,92523,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.03245
Item,1979.0162.03246,"Sheep at dam, Corrigin",11 September 1933,"Black and white photograph.  
Previous group titled: Commercial Travellers Association, Victoria. Australia Today, Photographs Western Australia. 
Stamp: Western Australian Government Tourist Bureau, with compliments. Written on verso: B.2263.
Previous Control Number: BWP/29,412",,Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,92524,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.03246
Item,1979.0162.03247,"Sheep en route to Tootra, Moora",4 September 1939,"Black and white photograph.  
Previous group titled: Commercial Travellers Association, Victoria. Australia Today, Photographs Western Australia. Man on horseback droving sheep.
Stamp: Western Australia; Permission is hereby given to reproduce this photograph with acknowledgement to Western Australian Government Tourist Bureau. Written on verso: 3762.
Previous Control Number: BWP/29,413",,Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,92525,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.03247
Item,1979.0162.03248,"Australian Illawarra Shorthorns cattle, Tipperary, York",4 September 1939,"Black and white photograph.  
Previous group titled: Commercial Travellers Association, Victoria. Australia Today, Photographs Western Australia. 
Stamp: Western Australia; Permission is hereby given to reproduce this photograph with acknowledgement to Western Australian Government Tourist Bureau. Written on verso: 1513.
Previous Control Number: BWP/29,414",,Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,92526,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.03248
Item,1979.0162.03249,Tractors & horse teams ploughing,4 September 1939,"Black and white photograph.  
Previous group titled: Commercial Travellers Association, Victoria. Australia Today, Photographs Western Australia. Farming.
Stamp: Western Australia; Permission is hereby given to reproduce this photograph with acknowledgement to Western Australian Government Tourist Bureau. Written on verso: 3937.
Previous Control Number: BWP/29,415",,Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,92527,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.03249
Item,1979.0162.03250,"Timber train, Big Brook, Western Australiaâ€™",18 August 1936,"Black and white photograph.  
Previous group titled: Commercial Travellers Association, Victoria. Australia Today, Photographs Western Australia. 
Stamp: Commonwealth of Australia, Development & Migration Commission, 4046.
Previous Control Number: BWP/29,416",,Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,92528,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.03250
Item,1979.0162.03251,"Merino Ewes, , Western Australiaâ€™",18 August 1936,"Black and white photograph.  
Previous group titled: Commercial Travellers Association, Victoria. Australia Today, Photographs Western Australia. 
Stamp: Commonwealth of Australia, Development & Migration Commission, 4047. On front of photograph: 2103.
Previous Control Number: BWP/29,417",,Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,92529,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.03251
Item,1979.0162.03252,"Orchards, Bickley Valley",11 July 1938,"Black and white photograph.  
Previous group titled: Commercial Travellers Association, Victoria. Australia Today, Photographs Western Australia. Bushland in background.
Written on verso: 1783.
Previous Control Number: BWP/29,418",,Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,92530,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.03252
Item,1979.0162.03253,Yachting on Swan River,6 October 1934,"Black and white photograph.  
Previous group titled: Commercial Travellers Association, Victoria. Australia Today, Western Australia, Outdoor, 1933-1938. Five yachts on river. Other boats also on river.
Stamp: Western Australian Government Tourist Bureau, with compliments.
Previous Control Number: BWP/29,419",,Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,92531,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.03253
Item,1979.0162.03254,Rowing on Swan River,6 October 1934,"Black and white photograph.  
Previous group titled: Commercial Travellers Association, Victoria. Australia Today, Western Australia, Outdoor, 1933-1938. Aerial perspective of rowing boats, barges with passengers and other passenger boats. Pier with spectators. Shoreline and buildings in background.
Stamp: Western Australian Government Tourist Bureau, with compliments.
Previous Control Number: BWP/29,420",,Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,92532,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.03254
Item,1979.0162.03255,"Golf links, Bunbury",6 October 1934,"Black and white photograph.  
Previous group titled: Commercial Travellers Association, Victoria. Australia Today, Western Australia, Outdoor, 1933-1938. Group of people playing golf. Women and child. Livestock on course.
Stamp: Western Australian Government Tourist Bureau, with compliments.
Previous Control Number: BWP/29,421",,Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,92533,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.03255
Item,1979.0162.03256,"Rocky Pool, National Park",11 September 1933,"Black and white photograph.  
Previous group titled: Commercial Travellers Association, Victoria. Australia Today, Western Australia, Outdoor, 1933-1938. People sitting atop rocky outcrop overlooking pool. Three other people on rocks at pool edge. 
Stamp: Western Australian Government Tourist Bureau, with compliments. Written on verso: B.2118.
Previous Control Number: BWP/29,422",,Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,92534,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.03256
Item,1979.0162.03257,"Royal show, Claremont",11 September 1933,"Black and white photograph.  
Previous group titled: Commercial Travellers Association, Victoria. Australia Today, Western Australia, Outdoor, 1933-1938. Large crowd of show goers in open space. Pavilions and sheds on right and at back, including for 'Women's Service Guild - Luncheons', 'D&J Fowler Ltd.', 'Pigeons', 'Peerless Roller Flour Mills Ltd. Guildford'. Ice cream stand at left.
Stamp: Western Australian Government Tourist Bureau, with compliments. Written on verso: B.1151.
Previous Control Number: BWP/29,423",,Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,92535,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.03257
Item,1979.0162.03258,Yachting on the Swan River,11 July 1938,"Black and white photograph.  
Previous group titled: Commercial Travellers Association, Victoria. Australia Today, Western Australia, Outdoor, 1933-1938. Six  yachts on river.
Written on verso: 2350.
Previous Control Number: BWP/29,424",,Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,92536,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.03258
Item,1979.0162.03259,"Yachting on Swan River, Perth",1935,"Black and white photograph.  
Previous group titled: Commercial Travellers Association, Victoria. Australia Today, Western Australia, Outdoor, 1933-1938. Several yachts and other boats.
Stamp: Western Australian Government Tourist Bureau, with compliments. Written on verso: B.2911.
Previous Control Number: BWP/29,425",,Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,92537,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.03259
Item,1979.0162.03260,"Elephant ride, Zoological Gardens, South Perth",11 September 1933,"Black and white photograph.  
Previous group titled: Commercial Travellers Association, Victoria. Australia Today, Western Australia, Outdoor, 1933-1938. Group of several children riding in carriage atop elephant, trainer/keeper standing beside elephant. Men, women and children watching. Children waiting on raised boarding platform under a shelter. 
Stamp: Western Australian Government Tourist Bureau, with compliments. Written on verso: B.1900.
Previous Control Number: BWP/29,426",,Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,92538,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.03260
Item,1979.0162.03261,"Arrival of hikers, Harvey",11 September 1933,"Black and white photograph.  
Previous group titled: Commercial Travellers Association, Victoria. Australia Today, Western Australia, Outdoor, 1933-1938. Large crowd of people and cars in front of residence. Horse and cart laden with products in crates on left. One crate reads 'Vacuum Oil Company'.
Stamp: Western Australian Government Tourist Bureau, with compliments. 
Previous Control Number: BWP/29,427",,Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,92539,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.03261
Item,1979.0162.03262,Hikers at Harvey,11 September 1933,"Black and white photograph.  
Previous group titled: Commercial Travellers Association, Victoria. Australia Today, Western Australia, Outdoor, 1933-1938. Group of several men and women on road in bushland.
Stamp: Western Australian Government Tourist Bureau, with compliments. 
Previous Control Number: BWP/29,428",,Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,92540,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.03262
Item,1979.0162.03263,Hikers in the hills at Harvey,11 September 1933,"Black and white photograph.  
Previous group titled: Commercial Travellers Association, Victoria. Australia Today, Western Australia, Outdoor, 1933-1938. Several groups of men and women walking along road by riverside in bushland.
Stamp: Western Australian Government Tourist Bureau, with compliments. 
Previous Control Number: BWP/29,429",,Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,92541,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.03263
Item,1979.0162.03264,Visitors arriving at Mundaring Weir,17 August 1932,"Black and white photograph.  
Previous group titled: Commercial Travellers Association, Victoria. Australia Today, Western Australia, Outdoor, 1933-1938. Passengers disembarking train and walking on platform in bushland area.
Stamp: Australian National Travel Association, Room 38, Flinders Street Railway Building, Melbourne, Australia, Grand Buildings, Trafalgar Square, London, 114 Sansome Street, San Francisco, 308 D.I.C. Building, Wellington, New Zealand.
Previous Control Number: BWP/29,430",,Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,92542,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.03264
Item,1979.0162.03265,"Crystal Pool, Yanchep",11 July 1938,"Black and white photograph.  
Previous group titled: Commercial Travellers Association, Victoria. Australia Today, Western Australia, Outdoor, 1933-1938. Aerial perspective of pool, swimmers, diving boards and people walking and sitting around pool area. Rural setting. 
Previous Control Number: BWP/29,431",,Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,92543,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.03265
Item,1979.0162.03266,Perth and the Swan River,14 August 1936,"Black and white photograph.  
Previous group titled: Commercial Travellers Association, Victoria. Australia Today, Western Australia, Cities - Streets, Buildings, Gardens, etc. 1932 - 1939. Aerial perspective of the city centre of Perth from the opposite side of the Swan River. Docks, piers, boats on river. Two women standing in foreground at lookout.
Written on verso: 5392.
Previous Control Number: BWP/29,432",,Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,92544,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.03266
Item,1979.0162.03267,Perth from the Swan River,12 November 1937,"Black and white photograph.  
Previous group titled: Commercial Travellers Association, Victoria. Australia Today, Western Australia, Cities - Streets, Buildings, Gardens, etc. 1932 - 1939. Docks and dock houses on river bank. Boats on river. Perth buildings in background.
Stamp: Western Australia; Permission is hereby given to reproduce this photograph with acknowledgement to Western Australian Government Tourist Bureau. Written on verso: 4163.
Previous Control Number: BWP/29,433",,Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,92545,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.03267
Item,1979.0162.03268,Perth from King's Park,21 July 1936,"Black and white photograph.  
Previous group titled: Commercial Travellers Association, Victoria. Australia Today, Western Australia, Cities - Streets, Buildings, Gardens, etc. 1932 - 1939. Two lots of couples sitting on park benches looking at view of Perth city centre and Swan River.
Stamp: Permission for reproduction of this photograph is granted if following acknowledgement given - Commonwealth Government Photograph. Written on verso: 5377.
Previous Control Number: BWP/29,434",,Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,92546,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.03268
Item,1979.0162.03269,"Wellington Street, Perth, looking East",21 July 1936,"Black and white photograph.  
Previous group titled: Commercial Travellers Association, Victoria. Australia Today, Western Australia, Cities - Streets, Buildings, Gardens, etc. 1932 - 1939. Street with cars, cyclists, pedestrians, horse and cart (left corner). Commercial and industrial buildings, including Boans Ltd., the Central Hotel, Braham's, The Don, G. Fitzgerald 'high class tailor', Shamrock tea & grill rooms and Grand Central Hostel.  
Stamp: Permission for reproduction of this photograph is granted if following acknowledgement given - Commonwealth Government Photograph. Written on verso: 5378.
Previous Control Number: BWP/29,435",,Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,92547,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.03269
Item,1979.0162.03270,"St George's Terrace, Perth",c.1932-1939,"Black and white photograph.  
Previous group titled: Commercial Travellers Association, Victoria. Australia Today, Western Australia, Cities - Streets, Buildings, Gardens, etc. 1932 - 1939. Aerial perspective of street lined with grand buildings and filled with pedestrians, cars, cyclist. 
Stamp: Western Australian Government Tourist Bureau, with compliments. 
Previous Control Number: BWP/29,436",,Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,92548,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.03270
Item,1979.0162.03271,"View of Perth from the War Memorial, King's Park.",18 August 1936,"Black and white photograph.  
Previous group titled: Commercial Travellers Association, Victoria. Australia Today, Western Australia, Cities - Streets, Buildings, Gardens, etc. 1932 - 1939. Swan River, city centre.
Stamp: Commonwealth of Australia, Cinema & Photography branch, 4601. Photograph is stamp embossed on verso: with Australian coat of arms in lower right corner.
Previous Control Number: BWP/29,437",,Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,92549,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.03271
Item,1979.0162.03272,"Forrest Place, Perth",1935,"Black and white photograph.  
Previous group titled: Commercial Travellers Association, Victoria. Australia Today, Western Australia, Cities - Streets, Buildings, Gardens, etc. 1932 - 1939. Central Hotel, Commonwealth of Australia building, Moore's building and other commercial buildings. Street with cars, pedestrians. 
Stamp: Western Australian Government Tourist Bureau, with compliments. Written on verso: B.2947.
Previous Control Number: BWP/29,438",,Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,92550,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.03272
Item,1979.0162.03273,The fair city of Perth from the foreshore of the Swan River,1934,"Black and white photograph.  
Previous group titled: Commercial Travellers Association, Victoria. Australia Today, Western Australia, Cities - Streets, Buildings, Gardens, etc. 1932 - 1939. Perth city centre in background. Boats and docks.
Written on verso: 2914.
Previous Control Number: BWP/29,439",,Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,88663,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.03273
Item,1979.0162.03274,Perth from Kings Park,11 July 1938,"Black and white photograph.  
Previous group titled: Commercial Travellers Association, Victoria. Australia Today, Western Australia, Cities - Streets, Buildings, Gardens, etc. 1932 - 1939. Swan River, docks, boats. City centre.
Written on verso: 4965.
Previous Control Number: BWP/29,440",,Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,92551,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.03274
Item,1979.0162.03275,"St. George's Cathedral from Stirling Gardens, Perth",11 July 1938,"Black and white photograph.  
Previous group titled: Commercial Travellers Association, Victoria. Australia Today, Western Australia, Cities - Streets, Buildings, Gardens, etc. 1932 - 1939.
Written on verso: 4974.
Previous Control Number: BWP/29,441",,Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,92552,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.03275
Item,1979.0162.03276,"St. George's Terrace, Perth",14 July 1937,"Black and white photograph.  
Previous group titled: Commercial Travellers Association, Victoria. Australia Today, Western Australia, Cities - Streets, Buildings, Gardens, etc. 1932 - 1939. Showing C. M. L. Building. Cars in street.
Stamp: Western Australia; ""Australia To-day"". Written on verso: 4430; 2.
Previous Control Number: BWP/29,442",,Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,92553,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.03276
Item,1979.0162.03277,Perth from Kings Park,14 July 1937,"Black and white photograph.  
Previous group titled: Commercial Travellers Association, Victoria. Australia Today, Western Australia, Cities - Streets, Buildings, Gardens, etc. 1932 - 1939. Swan River and city centre.
Stamp: Western Australia. Written on verso: B4186; 3.
Previous Control Number: BWP/29,443",,Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,92554,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.03277
Item,1979.0162.03278,T & G building from Stirling Gardens,14 July 1937,"Black and white photograph.  
Previous group titled: Commercial Travellers Association, Victoria. Australia Today, Western Australia, Cities - Streets, Buildings, Gardens, etc. 1932 - 1939.
Stamp: Western Australia. Written on verso: 1.
Previous Control Number: BWP/29,444",,Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,92555,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.03278
Item,1979.0162.03279,Bunbury town and harbour,c.1932-1939,"Black and white photograph.  
Previous group titled: Commercial Travellers Association, Victoria. Australia Today, Western Australia, Cities - Streets, Buildings, Gardens, etc. 1932 - 1939. Pier, docks, ships.
Stamp: Western Australia. Written on verso: B3840; 7.
Previous Control Number: BWP/29,445",,Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,92556,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.03279
